Qual è lo scopo di un Load Balancer?,Distribuisce il traffico di rete tra più istanze di un servizio per migliorare l'affidabilità e la scalabilità.
"In quale ambiente, oltre ai browser, può essere eseguito Javascript?","Può essere eseguito in sistemi operativi, ad esempio tramite NodeJS."
Che tipo di linguaggio è Javascript?,È un linguaggio interpretato con 'Duck Typing'.
"Nell'ambiente browser, a quali elementi ha accesso l'API Javascript?","Ha accesso agli elementi del DOM (Document Object Model), ovvero i tag HTML."
Quali capacità ha l'API di NodeJS che mancano nell'ambiente browser?,"Può usare processi, accedere al filesystem e all'I/O del sistema operativo."
"In Javascript, quale valore speciale di tipo 'number' indica un risultato non numerico?",NaN (Not a Number).
"In Javascript, qual è la differenza tra 'undefined' e 'null'?","'undefined' indica un valore non inizializzato, mentre 'null' indica un'assenza intenzionale di un oggetto."
Cosa significa che le funzioni in Javascript sono 'first-class objects'?,Significa che possono essere passate come argomenti ad altre funzioni e restituite da altre funzioni.
Quale parola chiave in Javascript dichiara una costante read-only con scope di blocco?,const.
Quale parola chiave in Javascript dichiara una variabile locale con scope di blocco?,let.
Quale sintassi Javascript permette di estrarre valori da array o proprietà da oggetti in variabili distinte?,La sintassi di 'Destructuring Assignment'.
"In Javascript, cos'è una 'Promise'?",Rappresenta il completamento (o il fallimento) eventuale di un'operazione asincrona.
Quali parole chiave sono state introdotte in Javascript per lavorare con le Promise in modo più leggibile?,Le parole chiave `async` e `await`.
Cos'è JsDoc?,È un linguaggio di markup per inserire documentazione inline nel codice sorgente Javascript.
Qual è uno dei principi chiave della programmazione funzionale riguardo ai dati?,L'immutabilità dei dati (Data Immutability).
Cosa caratterizza una 'Pure Function' (Funzione Pura) nella programmazione funzionale?,Il suo risultato dipende solo dagli input e non ha effetti collaterali (side-effects).
Quale paradigma di programmazione si occupa di gestire flussi di eventi asincroni in modo dichiarativo?,La programmazione reattiva (Reactive Programming).
"Nello state management con Redux, cos'è lo 'Store'?",È un singolo oggetto di stato immutabile che contiene lo stato dell'intera applicazione.
Cos'è il Server-Side Rendering (SSR)?,"È una tecnica in cui le pagine HTML dinamiche vengono create dal server, unendo template e dati."
Qual è un vantaggio del Server-Side Rendering (SSR)?,"È 'SEO friendly', ovvero facilmente indicizzabile dai motori di ricerca."
Cos'è una Single Page Application (SPA)?,È un'applicazione web che carica una singola pagina HTML e la aggiorna dinamicamente con Javascript.
Qual è uno svantaggio delle Single Page Application (SPA)?,Non sono nativamente 'SEO friendly'.
Cos'è una Progressive Web App (PWA)?,"È un'applicazione web che offre un'esperienza utente simile a un'app nativa, con funzionalità come l'uso offline."
Quale meccanismo usa React per aggiornare in modo efficiente gli elementi della pagina?,Utilizza un 'virtual DOM' per calcolare le differenze ('diffs') e aggiornare solo gli elementi del DOM reale che sono cambiati.
"Nella libreria React Redux, qual è il ruolo della funzione 'Reducer'?",Gestisce le azioni ('actions') e restituisce il nuovo stato ('next state') dell'applicazione.
"Nella libreria React Router, qual è il suo scopo principale?",Gestire la navigazione tra 'pagine' virtuali all'interno di una Single Page Application.
"Nel ciclo di vita di un componente React con Hooks, quale hook viene usato per eseguire effetti collaterali (es. chiamate API) dopo il render?",L'hook `useEffect`.
"Nel contesto del routing web, cos'è la 'Location'?",È l'indirizzo corrente del browser.
Quale strumento è il runtime per eseguire Javascript lato server menzionato nella lista?,NodeJS.
Qual è il Package Manager standard per l'ecosistema NodeJS?,NPM (Node Package Manager).
Cosa fa un 'Transpiler' come Babel o TSC?,"Converte codice da una versione di un linguaggio (es. ES6, Typescript) a un'altra (es. ES5) compatibile con più browser."
Qual è il ruolo di un 'Bundler' come Webpack o Rollup?,Aggrega e ottimizza i file Javascript e le loro dipendenze in un unico file (o pochi file) per il browser.
Quale strumento viene utilizzato per l'analisi statica del codice per trovare problemi e applicare stili di codifica?,Un 'Linter' come ESLint.
Quali strumenti sono menzionati per il testing di applicazioni Javascript?,Jest e Cypress.
Quale sistema di controllo di versione del codice sorgente è menzionato?,Git.
